Tick,GlobalTemperature,BlackPopulation,WhitePopulation,GrayPopulation
631,71.23318886058985,0,0,214
632,71.1181598424557,0,0,215
633,71.01942128619939,0,0,216
634,70.9166023493966,0,0,215
635,70.82725554297998,0,0,214
636,70.73730543741802,0,0,215
637,70.64389039911119,0,0,216
638,70.54300851575682,0,0,215
639,70.45422950911424,0,0,215
640,70.3627834187265,0,0,216
641,70.26232203710087,0,0,215
642,70.16810259357638,0,0,215
643,70.07924167761344,0,0,216
644,69.9798116808871,0,0,216
645,69.88335578617054,0,0,216
646,69.7881211716058,0,0,213
647,69.71138150877911,0,0,215
648,69.60760968921882,0,0,216
649,69.5076437188493,0,0,216
650,69.41079032560502,0,0,214
651,69.33060669093358,0,0,211
652,69.26001925350643,0,0,205
653,69.19536704092066,0,0,209
654,69.09743389430002,0,0,212
655,68.98338706811748,0,0,210
656,68.87947712537762,0,0,213
657,68.78293795763886,0,0,215
658,68.66651727703912,0,0,215
659,68.56680160869348,0,0,216
660,68.46129526782943,0,0,215
661,68.36869533259566,0,0,213
662,68.27770144436025,0,0,214
663,68.18158283552422,0,0,216
664,68.07499560434273,0,0,215
665,67.98182723284326,0,0,215
666,67.88639179287021,0,0,215
667,67.78989902350065,0,0,216
668,67.68505859558546,0,0,215
669,67.59210720954697,0,0,216
670,67.48860785503541,0,0,216
671,67.38823169038031,0,0,216
672,67.28915122247953,0,0,213
673,67.20859637066695,0,0,216
674,67.09955487580696,0,0,216
675,66.99684783754196,0,0,216
676,66.89643813378959,0,0,214
677,66.81251382931086,0,0,210
678,66.74056223687549,0,0,207
679,66.66027852429899,0,0,208
680,66.56636428334292,0,0,211
681,66.45152754398673,0,0,210
682,66.34242318689986,0,0,212
683,66.24422166654122,0,0,215
684,66.12228906088997,0,0,214
685,66.02057231479007,0,0,215
686,65.9118098072673,0,0,215
687,65.81311354405207,0,0,214
688,65.71496702797613,0,0,215
689,65.61368146052456,0,0,215
690,65.51284716793015,0,0,214
691,65.41437923896474,0,0,214
692,65.31957372130528,0,0,216
693,65.2056384281769,0,0,215
694,65.10120024315495,0,0,215
695,65.00348164694996,0,0,215
696,64.90357193692822,0,0,216
697,64.7946676634383,0,0,216
698,64.6895976918085,0,0,213
699,64.60411669786627,0,0,214
700,64.49449930159565,0,0,215
701,64.38732160031937,0,0,216
702,64.2803792471986,0,0,212
703,64.20171555866162,0,0,211
704,64.11686015282376,0,0,206
705,64.04458165901839,0,0,209
706,63.93085018486505,0,0,210
707,63.81510950951855,0,0,206
708,63.721234494901985,0,0,210
709,63.61643028557002,0,0,215
710,63.479372287712486,0,0,215
711,63.3664348493196,0,0,215
712,63.25299480280477,0,0,215
713,63.149652157323786,0,0,214
714,63.047025397754695,0,0,215
715,62.94134137902314,0,0,215
716,62.836142580536084,0,0,215
717,62.73088069935943,0,0,214
718,62.62790669218834,0,0,216
719,62.51296573759237,0,0,216
720,62.40329782150489,0,0,215
721,62.303450009422264,0,0,215
722,62.194600060134874,0,0,216
723,62.084483347646795,0,0,216
724,61.9764996570815,0,0,213
725,61.88726342163723,0,0,215
726,61.7712611470536,0,0,216
727,61.65878380936451,0,0,216
728,61.549430578010096,0,0,212
729,61.461618503877496,0,0,208
730,61.388075178643724,0,0,206
731,61.30525470457657,0,0,205
732,61.21022497846121,0,0,208
733,61.07894819102354,0,0,206
734,60.97080219163974,0,0,207
735,60.85988681000072,0,0,213
736,60.718252969570486,0,0,215
737,60.5973374591597,0,0,214
738,60.480678274697006,0,0,215
739,60.37073385543165,0,0,214
740,60.26276230210661,0,0,215
741,60.15210923924001,0,0,216
742,60.034279622911235,0,0,214
743,59.936452479850864,0,0,215
744,59.82376087089771,0,0,216
745,59.7045136724503,0,0,215
746,59.59256107354731,0,0,214
747,59.48882571158757,0,0,215
748,59.373116724972775,0,0,216
749,59.25746748798514,0,0,216
750,59.14435247132889,0,0,213
751,59.050135539458964,0,0,216
752,58.927743782603,0,0,216
753,58.81142192128833,0,0,216
754,58.69741307446909,0,0,212
755,58.6047599164668,0,0,212
756,58.51099031307264,0,0,209
757,58.425067815120464,0,0,204
758,58.330648582294614,0,0,206
759,58.214243625906214,0,0,211
760,58.07695488882074,0,0,207
761,57.97403534719941,0,0,213
762,57.82848644397895,0,0,215
763,57.70155277457969,0,0,215
764,57.57687025762311,0,0,215
765,57.463133997819156,0,0,214
766,57.35043987738676,0,0,215
767,57.23480969546542,0,0,216
768,57.1118951342557,0,0,214
769,57.00356324432394,0,0,214
770,56.89098857041733,0,0,216
771,56.7664007945575,0,0,216
772,56.646900325739374,0,0,215
773,56.537104073918655,0,0,215
774,56.41823078993807,0,0,214
775,56.30291409234307,0,0,216
776,56.18169837986313,0,0,213
777,56.08126175914468,0,0,216
778,55.95318150470623,0,0,216
779,55.83135814408635,0,0,216
780,55.711912822448994,0,0,212
781,55.61920521779393,0,0,211
782,55.514234575808,0,0,207
783,55.42230535937487,0,0,201
784,55.32974217309361,0,0,198
785,55.22339627351344,0,0,208
786,55.09003531340739,0,0,207
787,54.96384112068949,0,0,214
788,54.80281975107469,0,0,215
789,54.66858930118317,0,0,214
790,54.54516436164816,0,0,214
791,54.42878359070924,0,0,213
792,54.31177779106831,0,0,214
793,54.18573657566365,0,0,214
794,54.06272751893473,0,0,214
795,53.946230832036925,0,0,213
796,53.82968030017864,0,0,215
797,53.69458353032609,0,0,214
798,53.56952537397712,0,0,213
799,53.453842038078314,0,0,214
800,53.32666353172502,0,0,214
801,53.20754065834432,0,0,216
802,53.07638754792945,0,0,213
803,52.96819154189058,0,0,213
804,52.84585793963684,0,0,216
805,52.710118534838934,0,0,215
806,52.58961106041522,0,0,212
807,52.47994927138022,0,0,208
808,52.38211631661183,0,0,206
809,52.284801722386526,0,0,207
810,52.164403605766616,0,0,203
811,52.04609621360583,0,0,203
812,51.91783463070275,0,0,202
813,51.79881968349621,0,0,211
814,51.63247098676248,0,0,212
815,51.49305697785802,0,0,214
816,51.35130410985215,0,0,214
817,51.223800565154846,0,0,214
818,51.09599816971088,0,0,216
819,50.95946277156028,0,0,218
820,50.81191008770149,0,0,215
821,50.68823157266097,0,0,217
822,50.557008198138135,0,0,219
823,50.41238794114094,0,0,216
824,50.28933155495644,0,0,217
825,50.160338011554735,0,0,218
826,50.029260868648656,0,0,216
827,49.90448911121337,0,0,217
828,49.7691583084908,0,0,216
829,49.64499568787666,0,0,214
830,49.52145049226786,0,0,217
831,49.38222311923524,0,0,217
832,49.24872395046836,0,0,215
833,49.13750401009265,0,0,213
834,49.03076936470075,0,0,212
835,48.9074962727637,0,0,206
836,48.79435251546962,0,0,199
837,48.686713393210674,0,0,204
838,48.55736557215305,0,0,210
839,48.4023496996621,0,0,216
840,48.22496688384563,0,0,221
841,48.05574414491685,0,0,219
842,47.911521825606584,0,0,216
843,47.79615655243429,0,0,220
844,47.643505535616754,0,0,221
845,47.49965576743903,0,0,224
846,47.33843016912627,0,0,224
847,47.18611248737362,0,0,224
848,47.042245324928224,0,0,225
849,46.9005228616336,0,0,228
850,46.739100190970774,0,0,228
851,46.58593579691089,0,0,229
852,46.5086664658629,0,0,231
853,46.45019948770658,0,0,231
854,46.41570683782917,0,0,235
855,46.372541269817724,0,0,236
856,46.33657592814731,0,0,239
857,46.30037638193691,0,0,244
858,46.24007807917129,0,0,245
859,46.207605185233504,0,0,238
860,46.23500487672143,0,0,243
861,46.20603315415836,0,0,243
862,46.18115012713253,0,0,239
