Tick,GlobalTemperature,BlackPopulation,WhitePopulation,GrayPopulation
865,50.76448417768141,214,0,0
866,50.78918129612752,213,0,0
867,50.79647688858732,213,0,0
868,50.79333478701908,213,0,0
869,50.79301958127906,216,0,0
870,50.81384478811777,215,0,0
871,50.81309191233332,216,0,0
872,50.82235103769484,215,0,0
873,50.816855137814045,215,0,0
874,50.814505112118354,216,0,0
875,50.823072463607254,216,0,0
876,50.826777917820884,214,0,0
877,50.81587005251147,215,0,0
878,50.81458604105411,216,0,0
879,50.823139839216644,215,0,0
880,50.82385978496242,216,0,0
881,50.82737630953774,216,0,0
882,50.82873518031837,216,0,0
883,50.829305741192854,215,0,0
884,50.820002795089096,214,0,0
885,50.81296831504644,213,0,0
886,50.80053509169538,211,0,0
887,50.7760004485362,213,0,0
888,50.79092649286234,207,0,0
889,50.75340555984655,209,0,0
890,50.75660297917,213,0,0
891,50.776688512290356,214,0,0
892,50.79404840548528,212,0,0
893,50.78903424293469,214,0,0
894,50.799913174943335,213,0,0
895,50.795898570571346,216,0,0
896,50.81512544309602,215,0,0
897,50.81367032251638,216,0,0
898,50.822614775681224,215,0,0
899,50.81697616945138,214,0,0
900,50.811575955614515,216,0,0
901,50.822016262512946,216,0,0
902,50.826332278867426,215,0,0
903,50.81865866067505,216,0,0
904,50.8248888075554,215,0,0
905,50.82459569323989,213,0,0
906,50.812161861259064,215,0,0
907,50.81953254053965,216,0,0
908,50.8255170132401,216,0,0
909,50.82790411699558,215,0,0
910,50.819373851372234,215,0,0
911,50.815666078643304,213,0,0
912,50.8014843159107,210,0,0
913,50.77997805973488,216,0,0
914,50.80885795442833,209,0,0
915,50.773414668144795,209,0,0
916,50.76515165027023,214,0,0
917,50.78345872634597,213,0,0
918,50.78729349054217,212,0,0
919,50.79268709634752,214,0,0
920,50.80171067865741,211,0,0
921,50.790744049285806,216,0,0
922,50.81333486306803,215,0,0
923,50.81292810784816,216,0,0
924,50.822291790876854,215,0,0
925,50.81683170644785,214,0,0
926,50.81151011227798,216,0,0
927,50.82198583903383,216,0,0
928,50.82631807566897,215,0,0
929,50.81865197651066,215,0,0
930,50.815333718009185,215,0,0
931,50.82043386001373,215,0,0
932,50.82284872967197,216,0,0
933,50.826920240059955,215,0,0
934,50.82551255732604,216,0,0
935,50.82810373389275,215,0,0
936,50.819506490112474,214,0,0
937,50.80618662695445,214,0,0
938,50.800346639104376,212,0,0
939,50.78519988256128,214,0,0
940,50.79787417979353,208,0,0
941,50.76578924466295,207,0,0
942,50.75604199548857,213,0,0
943,50.78348481242027,214,0,0
944,50.7907265823229,212,0,0
945,50.79400695708764,212,0,0
946,50.78974771470003,213,0,0
947,50.791729581902466,216,0,0
948,50.8133101703387,215,0,0
949,50.81286060149061,216,0,0
950,50.82224837576612,214,0,0
951,50.80725681564396,215,0,0
952,50.810323543875676,216,0,0
953,50.821213334467615,215,0,0
954,50.822949075636146,215,0,0
955,50.817384095543744,216,0,0
956,50.82433860531796,216,0,0
957,50.827334228706235,216,0,0
958,50.828653091038554,216,0,0
959,50.82924731471969,215,0,0
960,50.82653459217871,216,0,0
961,50.82856378884491,216,0,0
962,50.82926886872912,214,0,0
963,50.81044431415059,214,0,0
964,50.80224137315968,211,0,0
965,50.7830719438189,214,0,0
966,50.79742650720094,210,0,0
967,50.76505155991006,211,0,0
968,50.76701997521024,213,0,0
969,50.787055930167774,212,0,0
970,50.78619430859144,212,0,0
971,50.785887445818425,213,0,0
972,50.79559579501111,210,0,0
973,50.779903815607526,216,0,0
974,50.80867784217257,215,0,0
975,50.81091395714298,216,0,0
976,50.82140567819861,215,0,0
977,50.81643714167863,215,0,0
978,50.81431751484721,216,0,0
979,50.822987230292654,214,0,0
980,50.820768843631164,215,0,0
981,50.81667281031895,216,0,0
982,50.82405372992352,215,0,0
983,50.824228498484345,216,0,0
984,50.827518172251075,216,0,0
985,50.82876598851901,216,0,0
986,50.82930682153929,215,0,0
987,50.81999764946175,216,0,0
988,50.825500372861576,214,0,0
989,50.80875909410903,214,0,0
990,50.801476226423624,212,0,0
991,50.7857060729146,215,0,0
992,50.80765594733009,209,0,0
993,50.77303985137848,209,0,0
994,50.76499188547804,213,0,0
995,50.786704299675016,214,0,0
996,50.792108947319164,212,0,0
997,50.79462301293248,213,0,0
998,50.79957998666099,213,0,0
999,50.79601924342753,216,0,0
1000,50.81521973980389,215,0,0
