Tick,GlobalTemperature,BlackPopulation,WhitePopulation,GrayPopulation
684,70.27182510777195,212,0,0
685,70.1602977933617,215,0,0
686,70.07119293981793,213,0,0
687,69.96399225344548,216,0,0
688,69.88173949529018,215,0,0
689,69.77925699000562,216,0,0
690,69.68726512878757,215,0,0
691,69.58063880794566,215,0,0
692,69.47712390268569,216,0,0
693,69.38442286907542,216,0,0
694,69.28672503053818,215,0,0
695,69.17724935089497,216,0,0
696,69.0816625398254,216,0,0
697,68.9824371724627,215,0,0
698,68.87858435067578,216,0,0
699,68.77881678122385,216,0,0
700,68.67734439677479,216,0,0
701,68.57518423857675,215,0,0
702,68.46310087227093,215,0,0
703,68.3561561396039,214,0,0
704,68.24176616850475,212,0,0
705,68.12106072563988,214,0,0
706,68.02933996640147,210,0,0
707,67.89923656682043,212,0,0
708,67.79670607636601,212,0,0
709,67.69306749804068,216,0,0
710,67.62069257272012,211,0,0
711,67.49541264754265,215,0,0
712,67.40770069970294,213,0,0
713,67.29843788983639,216,0,0
714,67.21284288160815,215,0,0
715,67.10647529086549,216,0,0
716,67.01035428252689,215,0,0
717,66.89948209165473,215,0,0
718,66.79166058914943,216,0,0
719,66.69461735064542,216,0,0
720,66.59255312409019,215,0,0
721,66.47869211146111,216,0,0
722,66.37870342671943,216,0,0
723,66.27506073676204,215,0,0
724,66.16677562188481,216,0,0
725,66.06256097850081,216,0,0
726,65.95662679204692,216,0,0
727,65.84999009120678,215,0,0
728,65.7334153976136,215,0,0
729,65.62196449369006,213,0,0
730,65.50006846426498,212,0,0
731,65.37672987977041,215,0,0
732,65.28406737435986,210,0,0
733,65.14775048798822,212,0,0
734,65.04012481830621,212,0,0
735,64.93168316790992,216,0,0
736,64.85460792897209,212,0,0
737,64.73421341796026,215,0,0
738,64.63620667931514,213,0,0
739,64.52007224285491,216,0,0
740,64.42885508715717,215,0,0
741,64.31737802369011,216,0,0
742,64.21636159321031,215,0,0
743,64.10068068403686,215,0,0
744,63.98808108890304,216,0,0
745,63.88626514568385,216,0,0
746,63.77942204211206,215,0,0
747,63.66077059743912,216,0,0
748,63.555977371987275,216,0,0
749,63.447514788696154,215,0,0
750,63.33439379533534,216,0,0
751,63.22532694310129,216,0,0
752,63.11452400784458,216,0,0
753,63.00300187283822,215,0,0
754,62.881524944631735,215,0,0
755,62.76515490478054,214,0,0
756,62.641307719923994,212,0,0
757,62.51111299433845,214,0,0
758,62.41643766747519,210,0,0
759,62.27329166474959,212,0,0
760,62.1594880710971,212,0,0
761,62.04547595481456,216,0,0
762,61.96310689720439,212,0,0
763,61.83096945231183,215,0,0
764,61.73132053820791,213,0,0
765,61.611753402035404,216,0,0
766,61.51616712455176,215,0,0
767,61.39989697948699,216,0,0
768,61.29388772463766,215,0,0
769,61.173113142089356,215,0,0
770,61.05536346819519,216,0,0
771,60.94836129854362,216,0,0
772,60.83630513794627,215,0,0
773,60.712418103262564,216,0,0
774,60.60236872383153,216,0,0
775,60.4886303016456,215,0,0
776,60.370214149514624,216,0,0
777,60.255832939656734,216,0,0
778,60.13969645233824,216,0,0
779,60.02282151909431,215,0,0
780,59.89597246739943,215,0,0
781,59.774210886182416,214,0,0
782,59.6449526425214,212,0,0
783,59.509327237379104,214,0,0
784,59.4026345571171,210,0,0
785,59.25750700613846,212,0,0
786,59.13989986003374,212,0,0
787,59.0211318458332,215,0,0
788,58.930589450254764,210,0,0
789,58.795558586463336,215,0,0
790,58.69159581389839,213,0,0
791,58.56618309887797,216,0,0
792,58.46480256307806,215,0,0
793,58.34280109297027,216,0,0
794,58.23108793391154,215,0,0
795,58.10461363662998,214,0,0
796,57.97817087035297,216,0,0
797,57.86734860725062,216,0,0
798,57.750175620396305,215,0,0
799,57.620783143495125,216,0,0
800,57.505062509029216,216,0,0
801,57.38557020547998,215,0,0
802,57.261351663627444,215,0,0
803,57.138149175938295,216,0,0
804,57.018051789986586,215,0,0
805,56.88636080979055,215,0,0
806,56.759247062161954,215,0,0
807,56.63397221008064,214,0,0
808,56.49981914489894,212,0,0
809,56.3586895378244,214,0,0
810,56.246209792834954,210,0,0
811,56.09515503210475,212,0,0
812,55.97154420286333,211,0,0
813,55.84373980097873,216,0,0
814,55.75224175188758,210,0,0
815,55.60314449247356,214,0,0
816,55.49310992994112,211,0,0
817,55.360165146046775,216,0,0
818,55.25710289300162,214,0,0
819,55.12740465594632,216,0,0
820,55.01196501734647,215,0,0
821,54.8801163296479,215,0,0
822,54.750744717556,216,0,0
823,54.63187182522603,216,0,0
824,54.50781175055425,215,0,0
825,54.37183588817308,216,0,0
826,54.249633641831736,216,0,0
827,54.12368749097196,215,0,0
828,53.99301277572403,215,0,0
829,53.86333890131559,216,0,0
830,53.736749170982044,216,0,0
831,53.608094148252675,215,0,0
832,53.469047898937475,214,0,0
833,53.33191055046182,213,0,0
834,53.18906931923724,210,0,0
835,53.03085741942811,214,0,0
836,52.91970294391618,210,0,0
837,52.76518374135667,211,0,0
838,52.63327082818874,211,0,0
839,52.50125779268469,216,0,0
840,52.40366740787152,210,0,0
841,52.254846945070284,214,0,0
842,52.1347521830065,213,0,0
843,51.99817344772627,216,0,0
844,51.884338046203574,214,0,0
845,51.746491055912585,216,0,0
846,51.623628759681736,215,0,0
847,51.48461517563467,215,0,0
848,51.34817048984406,216,0,0
849,51.22224842084169,216,0,0
850,51.09113385258264,215,0,0
851,50.94808517107421,216,0,0
852,50.888397169251114,216,0,0
853,50.858806854379736,215,0,0
854,50.84115609743791,215,0,0
855,50.83281127733416,216,0,0
856,50.83176479538292,216,0,0
857,50.83086090947524,215,0,0
858,50.82078813807334,214,0,0
859,50.81336207878368,214,0,0
860,50.80371673276574,212,0,0
861,50.786732427179125,215,0,0
862,50.801563180574234,210,0,0
863,50.77316705008902,209,0,0
864,50.764785334787554,210,0,0
